OBJECTID,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,HSD baseline 1981-2000 lower,HSD baseline 1981-2000 median,HSD baseline 1981-2000 upper,HSD baseline 2001-2020 lower,HSD baseline 2001-2020 median,HSD baseline 2001-2020 upper,HSD 1.5°C lower,HSD 1.5°C median,HSD 1.5°C upper,HSD 2°C lower,HSD 2°C median,HSD 2°C upper,HSD 2.5°C lower,HSD 2.5°C median,HSD 2.5°C upper,HSD 3°C lower,HSD 3°C median,HSD 3°C upper,HSD 4°C lower,HSD 4°C median,HSD 4°C upper,Shape__Area,Shape__Length
1083,54.269,-1.60229,486000,426000,0.1,0.2,0.3,1,1.4,2.2,1,1.8,3.7,1.6,2.8,4.4,2.2,3.7,6.6,3.9,5.5,8.9,7.2,10.2,17.8,421648312.102173,82136.3961379456
1084,54.26825,-1.41805,486000,438000,0.2,0.2,0.4,1,1.4,2.2,1,1.7,3.8,1.7,2.7,4.6,2.3,3.7,6.3,4.1,5.8,8.9,8.1,10.8,18,421626432.114258,82134.2649619545
1085,54.26722,-1.23382,486000,450000,0.1,0.1,0.2,0.4,0.9,1.6,0.4,1,2.2,0.6,1.6,2.7,1,1.9,3.5,2,3,5.8,5.7,7.3,13.2,421592939.501221,82131.0029433826
1086,54.26591,-1.0496,486000,462000,0.1,0.1,0.2,0.4,0.9,1.7,0.5,1.1,2.4,0.8,1.6,2.7,1,2.3,3.9,2.1,3.6,6.2,5.9,7.7,13.8,421550958.118103,82126.9133428578
1087,54.26432,-0.8654,486000,474000,0,0.2,0.2,0.6,1,2,0.7,1.3,2.8,1,1.9,3.4,1.3,2.7,4.7,3.1,4.3,7.2,7,8.6,15.8,421500609.805298,82122.0083274592
1088,54.26245,-0.68121,486000,486000,0,0,0.2,0.3,0.8,1.4,0.4,0.9,2.2,0.7,1.3,2.9,0.8,1.7,3.2,2,2.9,5.5,5.4,6.5,12,421441193.852478,82116.2201556379
1089,54.2603,-0.49705,486000,498000,0,0,0.1,0.4,0.6,1.1,0.4,0.6,1.3,0.5,0.9,1.8,0.5,1.1,2.1,1.3,1.8,3.8,3.4,4.7,8.3,421376499.602417,82109.917445158
1090,54.25789,-0.31251,486000,510000,0,0,0.1,0.2,0.4,0.8,0.2,0.5,1,0.4,0.6,1.4,0.4,0.7,1.7,0.9,1.2,2.8,2.5,3.7,6.4,422945618.561691,82263.7186216651
1091,54.23455,-7.86447,498000,18000,0,0,0,0,0.3,0.4,0.1,0.4,0.5,0.1,0.4,0.8,0.2,0.4,1.2,0.4,0.7,2,1.3,1.9,4,419559508.565918,81932.697299684
1092,54.24336,-7.68126,498000,30000,0,0,0,0.2,0.4,0.6,0.3,0.5,0.8,0.3,0.5,0.9,0.4,0.6,1.6,0.8,1.2,3,2,2.5,5.1,419830657.82666,81959.1682713757
1093,54.25188,-7.49796,498000,42000,0,0,0,0.2,0.5,0.6,0.2,0.6,0.9,0.5,0.8,1,0.6,0.9,2,1.1,1.5,3.7,2.4,3,6.6,420093449.527832,81984.8151797928
1094,54.26013,-7.31456,498000,54000,0,0,0,0.1,0.4,0.6,0.2,0.6,0.7,0.3,0.6,0.9,0.4,0.8,1.9,0.9,1.2,3.4,1.9,2.6,6.3,420347855.313965,82009.636031885
1095,54.2681,-7.13107,498000,66000,0,0,0,0.1,0.4,0.6,0.2,0.5,0.8,0.4,0.6,1.1,0.5,0.8,1.8,0.8,1.3,3.5,2,2.9,6.5,420593847.6875,82033.628896011
1096,54.27579,-6.9475,498000,78000,0,0,0,0.2,0.4,0.6,0.2,0.5,1,0.4,0.7,1.2,0.5,0.8,1.9,1,1.4,3.5,2.2,3.3,6.6,420831400.019531,82056.791902355
1097,54.2832,-6.76384,498000,90000,0,0,0,0.2,0.4,0.6,0.1,0.4,0.9,0.4,0.5,1.3,0.5,0.7,2,0.8,1.3,3.6,2,2.8,5.5,421060486.558105,82079.1232433375
1098,54.29034,-6.58009,498000,102000,0,0,0,0.1,0.3,0.6,0.1,0.4,0.8,0.2,0.5,1.1,0.3,0.7,2,0.6,1.1,3.4,1.7,2.5,5,421281082.428223,82100.6211740174
1099,54.29719,-6.39627,498000,114000,0,0,0,0.2,0.3,0.6,0.1,0.5,0.9,0.3,0.6,1.3,0.4,0.8,2.1,0.8,1.3,3.7,2,3,5.7,421493163.647461,82121.2840124691
1100,54.30376,-6.21238,498000,126000,0,0,0,0,0.2,0.4,0.1,0.3,0.6,0.2,0.3,0.7,0.1,0.5,1.5,0.4,1,2.9,1.4,2.4,4.7,421696707.125488,82141.1101401466
1101,54.31006,-6.02841,498000,138000,0,0,0,0,0.1,0.4,0,0.1,0.3,0,0.2,0.5,0,0.2,0.8,0.1,0.5,1.7,0.8,1.3,3.1,421891690.675781,82160.0980022561
1102,54.31607,-5.84437,498000,150000,0,0,0,0,0,0.2,0,0.1,0.2,0,0.1,0.3,0,0.2,0.5,0.1,0.3,1.6,0.7,1.3,3,422078093.01416,82178.2461080916
1103,54.32181,-5.66027,498000,162000,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0.2,0,0.1,0.6,0.2,0.4,1.3,422255893.771484,82195.5530313538
1104,54.32726,-5.47611,498000,174000,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.5,0.1,0.3,1,422425073.497559,82212.0174104988
1105,54.35044,-4.55563,498000,234000,0,0,0,0,0.1,0.3,0,0.1,0.4,0,0.2,0.5,0,0.3,1.2,0.1,0.6,2,0.8,1.4,3.9,423026834.611572,82270.5539333424
1106,54.3542,-4.37118,498000,246000,0,0,0,0.1,0.2,0.4,0,0.3,0.7,0.1,0.4,0.9,0.1,0.5,1.6,0.5,0.9,2.5,1.3,2.1,5.1,423148340.835938,82282.3683456952
1107,54.36881,-3.44836,498000,306000,0,0.1,0.2,0.4,0.7,1.4,0.2,0.9,1.4,0.7,1.1,1.9,0.9,1.4,2.8,1.5,2.1,3.9,3,4.2,7.7,423608493.953369,82327.0953539845
1108,54.37088,-3.26371,498000,318000,0,0,0,0.2,0.5,1.1,0.2,0.7,1.1,0.4,0.8,1.5,0.5,1.1,2.2,1,1.9,3.6,2.7,3.6,7.2,423677521.647217,82333.8026844237
1109,54.37267,-3.07904,498000,330000,0,0,0,0.2,0.4,1.2,0.2,0.6,1.1,0.3,0.9,1.1,0.4,0.9,2,1,1.9,3.8,2.9,3.8,7.8,423731185.844238,82339.0160725955
1110,54.37418,-2.89435,498000,342000,0,0,0,0.2,0.7,1.2,0.3,0.9,1.4,0.6,1.2,1.7,0.9,1.5,2.7,1.4,2.3,4.8,3.7,5,10.8,423776197.714844,82343.3890427454
1111,54.37541,-2.70964,498000,354000,0,0,0,0.2,0.4,1.3,0.2,0.7,1.4,0.3,1,1.7,0.5,1,2.2,1,2,4.2,3,4.4,9,423812039.558594,82346.8715113529
1112,54.37636,-2.52492,498000,366000,0,0,0,0.1,0.2,0.8,0.1,0.4,0.9,0.2,0.6,1,0.3,0.7,1.4,0.5,1.5,3,1.7,3.2,6.7,423840409.270752,82349.6277667835
1113,54.37702,-2.34019,498000,378000,0,0,0,0,0.1,0.7,0,0.2,0.6,0.1,0.3,0.7,0,0.3,1,0.1,0.8,2.2,0.9,1.9,5.4,423862564.55835,82351.7793488564
1114,54.3774,-2.15546,498000,390000,0,0,0,0,0.1,0.8,0,0.2,0.7,0.1,0.4,0.8,0.1,0.3,1,0.1,1,2.2,0.9,2,5.7,423872055.127808,82352.7015547609
1115,54.3775,-1.97072,498000,402000,0,0,0.1,0.1,0.2,1,0.1,0.2,1.1,0.3,0.6,1.1,0.2,0.7,1.7,0.5,1.4,3,2,3,7.2,423878185.021729,82353.2973248648
1116,54.37731,-1.78599,498000,414000,0,0.1,0.1,0.2,0.4,1.5,0.5,0.6,1.5,0.6,1,2,0.6,1.5,2.7,1.4,2.4,4.6,3.3,5.6,11.3,423872129.410522,82352.7092815953
1117,54.37684,-1.60125,498000,426000,0.1,0.2,0.2,0.8,1.2,2,0.8,1.6,3.2,1.4,2.4,3.9,1.7,3,5,3.4,5,7.1,6.9,9.7,16.4,423856168.717407,82351.1589744767
1118,54.37609,-1.41653,498000,438000,0.1,0.2,0.3,0.8,1.1,2,0.8,1.5,3.5,1.1,2.2,4.1,1.8,3.1,5.2,3.5,5.1,7.4,6.9,9.5,16.5,423831887.389099,82348.7998293578
1119,54.37506,-1.23181,498000,450000,0,0.1,0.2,0.4,0.7,1.5,0.4,0.7,1.9,0.7,1.3,2.4,0.8,1.8,2.8,1.8,2.6,4.9,4.5,6.3,11.9,423801999.746826,82345.8962164206
1120,54.37374,-1.04711,498000,462000,0,0,0.1,0.2,0.5,1.3,0.3,0.6,1.5,0.4,0.8,2.1,0.5,1.3,2.2,1.2,2.1,3.9,3.2,4.9,9.7,423756844.904663,82341.5093316405
1121,54.37215,-0.86243,498000,474000,0,0,0,0.2,0.4,1.1,0.3,0.6,1.4,0.3,0.9,1.8,0.4,0.9,2.2,1,1.5,3.4,2.9,3.9,8.5,423710628.134155,82337.0190018443
1122,54.37027,-0.67776,498000,486000,0,0,0,0.2,0.3,0.8,0.2,0.5,1,0.3,0.7,1.3,0.3,0.9,1.8,0.8,1.3,3.1,2.3,3.3,7,423651759.328644,82331.2990727064
1123,54.3681,-0.49312,498000,498000,0,0,0.1,0.2,0.3,0.6,0.1,0.4,0.9,0.3,0.5,0.9,0.3,0.6,1.3,0.6,0.9,2.2,1.8,2.5,4.9,423579141.707306,82324.2421754482
1124,54.33273,-8.06336,510000,6000,0,0,0,0.2,0.6,0.8,0.3,0.7,1,0.4,0.8,1.1,0.7,0.9,2.1,1.2,1.5,3.3,2.3,2.9,5.7,421458637.335938,82117.9212385009
1125,54.34185,-7.87978,510000,18000,0,0,0,0.1,0.4,0.6,0.2,0.5,0.7,0.2,0.6,0.9,0.4,0.6,1.7,0.8,1,2.9,1.7,2.3,4.7,421741029.956543,82145.4274986607
1126,54.35068,-7.69611,510000,30000,0,0,0,0.1,0.5,0.6,0.2,0.6,0.9,0.3,0.7,0.9,0.5,0.7,1.8,1,1.2,3.1,2.1,2.5,5.1,422015009.236328,82172.1054631047
1127,54.35924,-7.51233,510000,42000,0,0,0,0.2,0.5,0.6,0.2,0.6,0.9,0.3,0.7,0.9,0.5,0.7,1.8,1,1.2,3.3,2,2.5,5.6,422280545.491211,82197.9530492066
1128,54.36752,-7.32846,510000,54000,0,0,0,0,0.4,0.6,0.2,0.6,0.7,0.3,0.6,1,0.4,0.7,1.8,0.7,1.3,3.1,2,2.7,6.4,422537609.902832,82222.9682361251
1129,54.37552,-7.14449,510000,66000,0,0,0,0,0.2,0.4,0.1,0.3,0.6,0.1,0.4,0.9,0.2,0.5,1.4,0.4,1,2.5,1.3,2,4.4,422786174.525391,82247.149065253
1130,54.38325,-6.96044,510000,78000,0,0,0,0.1,0.4,0.5,0.2,0.4,0.8,0.3,0.5,1,0.4,0.7,1.7,0.6,1.3,3.2,1.9,2.5,5.3,423026212.294922,82270.4936406561
1131,54.39069,-6.77631,510000,90000,0,0,0,0.2,0.4,0.7,0.2,0.5,1,0.4,0.7,1.4,0.5,0.8,2,0.9,1.5,3.7,2.2,3.3,6.4,423257697.039551,82293.0001294846
1132,54.39785,-6.59209,510000,102000,0,0,0,0.2,0.4,0.8,0.2,0.6,1.1,0.3,0.8,1.6,0.4,0.9,2.4,0.9,1.4,4.4,2.2,3.3,7,423480603.476563,82314.6667623685
1133,54.40473,-6.40779,510000,114000,0,0,0,0.2,0.5,1,0.1,0.7,1.3,0.5,1,1.6,0.5,1.1,2.6,1.2,1.6,4.4,2.5,3.7,7.3,423694907.23291,82335.4918338242
1134,54.41133,-6.22342,510000,126000,0,0,0,0,0.3,0.5,0.1,0.4,0.8,0.2,0.5,1,0.2,0.6,1.8,0.4,1.1,3.3,1.8,2.8,5.4,423900584.836914,82355.4737026235
1135,54.41765,-6.03897,510000,138000,0,0,0,0,0.2,0.4,0.1,0.1,0.4,0.1,0.3,0.6,0.1,0.3,0.9,0.2,0.5,2,1,1.6,3.8,424097613.740723,82374.6107921527
1136,54.42369,-5.85445,510000,150000,0,0,0,0,0.1,0.4,0.1,0.1,0.4,0.1,0.2,0.6,0.1,0.3,0.7,0.2,0.4,1.9,0.9,1.5,3.7,424285972.308594,82392.9015907744
1137,54.42944,-5.66987,510000,162000,0,0,0,0,0,0.2,0,0,0.2,0,0,0.3,0,0.1,0.3,0,0.1,1.1,0.4,0.6,1.9,424465639.84082,82410.3446521613
1138,54.43492,-5.48523,510000,174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0.2,0.9,424636596.563477,82426.9385956086
1139,54.4619,-4.3768,510000,246000,0,0,0,0,0.1,0.3,0,0.1,0.4,0,0.2,0.5,0,0.3,1.2,0.1,0.5,1.9,0.9,1.4,3.7,424876235.737793,82451.06410339
1140,54.47428,-3.63698,510000,294000,0,0,0,0.3,0.4,1.2,0.2,0.7,1.1,0.5,0.9,1.4,0.7,1,2.3,1.1,1.7,3.2,2.3,3.4,6.8,424560861.806885,82420.55438436
1141,54.47662,-3.45217,510000,306000,0,0,0,0.3,0.4,1,0.1,0.7,1.1,0.3,0.8,1.5,0.5,1,2.4,0.8,1.7,3.2,2.3,3.3,6.5,425823301.283691,82542.0353816503
1142,54.4787,-3.26704,510000,318000,0,0,0,0,0.2,0.7,0.1,0.4,0.8,0.1,0.4,0.9,0.1,0.4,1.4,0.3,1.1,2.3,1.2,2.6,5.2,425897508.755615,82549.2260304835
1143,54.4805,-3.08188,510000,330000,0,0,0,0,0.2,0.8,0,0.4,0.8,0.2,0.5,0.8,0.2,0.6,1.5,0.4,1.3,2.3,1.6,2.8,5.9,425955663.054199,82554.8618263548
1144,54.48201,-2.8967,510000,342000,0,0,0,0,0.2,0.8,0,0.4,0.8,0.1,0.5,0.8,0.2,0.5,1.4,0.3,1.3,2.6,1.5,2.7,6.2,426001894.583984,82559.3418397275
1145,54.48325,-2.71151,510000,354000,0,0,0,0,0.2,0.8,0.1,0.4,0.9,0.2,0.5,1,0.2,0.5,1.6,0.5,1.4,3,1.9,3,6.9,426039747.020142,82563.0098120472
1146,54.48419,-2.5263,510000,366000,0,0,0,0.1,0.3,1,0.2,0.5,1,0.3,0.7,1.3,0.4,0.8,1.9,0.8,1.8,3.4,2.7,3.8,8.5,426070174.030884,82565.9580887307
1147,54.48486,-2.34109,510000,378000,0,0,0,0.1,0.2,0.8,0.2,0.5,0.9,0.2,0.6,1,0.3,0.8,1.5,0.7,1.6,3.2,2.1,3.5,8,426088473.089355,82567.7309079366
1148,54.48524,-2.15587,510000,390000,0,0,0,0,0.1,0.6,0,0.1,0.7,0.1,0.4,0.7,0.1,0.3,1,0.1,1,2,0.8,1.9,5.3,426099746.948486,82568.8233529022
1149,54.48534,-1.97065,510000,402000,0,0,0.1,0.1,0.2,1.2,0.2,0.4,1,0.2,0.6,1.3,0.2,0.8,1.8,0.5,1.5,3.2,1.9,3.1,7,426103502.51062,82569.1870267884
1150,54.48515,-1.78543,510000,414000,0.1,0.1,0.1,0.4,0.5,1.6,0.5,0.8,1.6,0.8,1.4,2.2,0.7,2,3,1.6,2.7,5,4.1,6.6,12,426098232.763672,82568.6768738705
1151,54.48468,-1.60021,510000,426000,0,0.1,0.2,0.6,0.9,1.7,0.7,1.3,2.4,1,1.9,3.1,1.4,2.6,4,2.5,4,6.3,5.8,8.5,14.7,426086056.273193,82567.4973191993
1152,54.48393,-1.415,510000,438000,0.1,0.2,0.2,0.7,1,1.7,0.7,1.3,2.8,0.9,2,3.6,1.4,2.7,4.3,2.7,4.4,6.5,6.3,8.6,14.8,426058259.313416,82564.8043466437
1153,54.48289,-1.2298,510000,450000,0.2,0.2,0.3,0.7,1.2,1.8,0.9,1.4,2.7,1,2,3.4,1.6,2.9,4.7,3.1,4.5,6.9,6.5,8.6,15.1,426030438.018738,82562.1080960489
1154,54.48157,-1.04461,510000,462000,0,0.1,0.2,0.2,0.6,1.3,0.4,0.7,1.9,0.6,1.1,2.4,0.8,1.7,2.8,1.7,2.5,4.4,4.1,5.5,10.3,425983382.846008,82557.5490600964
1155,54.47997,-0.85944,510000,474000,0,0.1,0.2,0.3,0.6,1.2,0.4,0.8,1.6,0.5,1.1,2,0.6,1.4,2.3,1.4,2,3.9,3.6,4.6,9,425941450.620361,82553.4848864364
1156,54.47808,-0.67429,510000,486000,0,0,0.2,0.4,0.6,0.8,0.4,0.6,1.3,0.4,0.9,1.4,0.5,1.1,1.8,1.1,1.6,2.8,2.9,3.8,6.5,425876499.353302,82547.1902818035
1157,54.47595,-0.48875,510000,498000,0,0,0,0.2,0.4,0.6,0.2,0.4,1,0.2,0.6,1.1,0.3,0.7,1.3,0.7,1,2.3,1.8,2.7,5.5,427512049.655823,82706.6214174227
1158,54.43998,-8.07925,522000,6000,0,0,0,0.2,0.4,0.6,0.2,0.6,0.7,0.3,0.7,0.9,0.5,0.7,1.6,0.8,1.1,2.7,1.9,2.5,4.5,423657205.979004,82331.8293121374
1159,54.44913,-7.8952,522000,18000,0,0,0,0.2,0.4,0.6,0.2,0.5,0.7,0.2,0.7,0.8,0.4,0.6,1.5,0.8,1,2.6,1.5,2.3,4.7,423942555.685547,82359.5513691606
1160,54.45801,-7.71105,522000,30000,0,0,0,0.1,0.3,0.5,0.2,0.4,0.6,0.2,0.5,0.8,0.4,0.5,1.3,0.8,0.9,2.4,1.6,2.1,4.3,424219405.864258,82386.4387716027
1161,54.4666,-7.52679,522000,42000,0,0,0,0.2,0.4,0.6,0.3,0.5,0.8,0.3,0.6,0.9,0.4,0.7,1.8,0.8,1.2,3.1,1.9,2.4,5.2,424487726.344727,82412.4894077129
1162,54.47491,-7.34245,522000,54000,0,0,0,0,0.3,0.4,0.2,0.5,0.7,0.2,0.5,1,0.3,0.5,1.5,0.5,1,2.6,1.5,2.3,5.1,424747487.837891,82437.7012283767
1163,54.48295,-7.15801,522000,66000,0,0,0,0,0.3,0.4,0.1,0.3,0.6,0.1,0.4,0.9,0.2,0.5,1.5,0.4,1,2.5,1.4,2.2,4.5,424998661.94043,82462.0722475679
1164,54.4907,-6.97348,522000,78000,0,0,0,0.1,0.2,0.4,0.1,0.3,0.7,0.2,0.4,1,0.2,0.5,1.4,0.4,1,2.4,1.4,2.1,4.3,425241221.146973,82485.6005427659
1165,54.49817,-6.78886,522000,90000,0,0,0,0,0.3,0.6,0.2,0.4,0.8,0.2,0.5,1,0.3,0.7,1.6,0.6,1.2,3,1.8,2.7,4.9,425475138.851563,82508.2842553976
1166,54.50536,-6.60416,522000,102000,0,0,0,0,0.2,0.4,0,0.3,0.6,0.1,0.3,0.9,0.1,0.4,1.1,0.3,0.8,2.5,1.4,2,4,425700389.362793,82530.1215912509
1167,54.51227,-6.41938,522000,114000,0,0,0,0,0.2,0.4,0,0.2,0.5,0,0.2,0.7,0.1,0.3,1.2,0.3,0.7,2.3,1.2,1.8,3.7,425916947.900879,82551.1108208671
1168,54.51889,-6.23453,522000,126000,0,0,0,0,0.2,0.4,0,0.3,0.6,0.1,0.3,0.8,0.1,0.4,1.4,0.3,0.8,2.6,1.3,2.2,4.1,426124790.61377,82571.2502799186
1169,54.52524,-6.0496,522000,138000,0,0,0,0,0.2,0.4,0,0.3,0.5,0.2,0.3,0.8,0.1,0.3,1.1,0.3,0.7,2.1,1.4,2,4.1,426323894.57666,82590.5383696033
1170,54.5313,-5.8646,522000,150000,0,0,0,0,0.2,0.4,0.1,0.2,0.5,0.1,0.3,0.5,0.1,0.3,0.7,0.3,0.5,1.8,1,1.5,4,426514237.804199,82608.9735569844
1171,54.53708,-5.67954,522000,162000,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.2,0,0.2,0.8,0.2,0.5,0.9,426695799.248535,82626.5543753336
1172,54.54257,-5.49441,522000,174000,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.4,0.1,0.3,0.7,426868558.814941,82643.2794244668
1173,54.58196,-3.64126,522000,294000,0,0,0,0.4,0.4,1.2,0.2,0.7,1.2,0.4,0.8,1.5,0.7,1,2.2,1,1.8,3.5,2.3,3.4,7,426265417.998291,82585.5215069176
1174,54.58442,-3.456,522000,306000,0,0,0,0.3,0.4,1,0.3,0.7,1.1,0.4,0.8,1.4,0.6,1,2.1,0.9,1.8,3.3,2.2,3.4,6.9,428073245.077148,82759.8131705713
1175,54.58651,-3.27038,522000,318000,0,0,0,0.1,0.3,0.8,0.2,0.6,1,0.3,0.7,1,0.3,0.8,1.8,0.6,1.5,2.9,2.2,3.3,6.6,428144422.532715,82766.6926983463
1176,54.58832,-3.08473,522000,330000,0,0,0,0,0.2,0.8,0.1,0.5,0.9,0.2,0.5,1.1,0.2,0.7,1.9,0.5,1.4,2.7,2,3.2,6.4,428205257.446289,82772.5728545527
1177,54.58984,-2.89907,522000,342000,0,0,0,0,0.3,1,0.2,0.5,1,0.2,0.7,1.3,0.4,0.9,2,0.6,1.6,3.3,2.3,3.5,7.3,428249799.97583,82776.8779648501
1178,54.59108,-2.71339,522000,354000,0,0,0.1,0.2,0.4,1.4,0.2,0.7,1.2,0.3,0.9,1.7,0.6,1.1,2.5,0.9,2,3.9,3,4.6,10,428286290.987793,82780.4044112862
1179,54.59203,-2.52769,522000,366000,0,0,0,0.2,0.4,1.3,0.2,0.6,1.3,0.4,0.9,1.6,0.5,1.2,2.4,1,2,3.9,2.9,4.6,9.6,428318634.594482,82783.5297275007
1180,54.5927,-2.34199,522000,378000,0,0,0,0,0,0.6,0,0.1,0.6,0.1,0.2,0.7,0,0.2,1,0.1,0.8,1.9,0.8,1.7,4.6,428335298.631714,82785.1402822041
1181,54.59308,-2.15628,522000,390000,0,0,0,0,0.1,0.7,0,0.1,0.7,0.1,0.4,0.8,0,0.3,1.1,0.2,1,2.2,1,2,5.6,428346151.138184,82786.1889612013
1182,54.59318,-1.97057,522000,402000,0,0.1,0.1,0.1,0.2,1.2,0.2,0.4,1.2,0.3,0.7,1.5,0.3,0.9,1.9,0.6,1.7,3.6,2.1,3.6,7.8,428349094.776733,82786.4735553189
1183,54.59299,-1.78486,522000,414000,0.1,0.1,0.2,0.3,0.6,1.6,0.5,1,1.8,0.7,1.5,2.4,1,2.2,3.1,1.8,3,5.3,4.2,6.8,12,428346097.032471,82786.1837113723
1184,54.59252,-1.59915,522000,426000,0.1,0.1,0.2,0.4,0.8,1.6,0.5,1,2,0.7,1.7,2.6,1.1,2.3,3.7,2,3.2,5.5,5,7.1,12.7,428330891.897583,82784.7140519738
1185,54.59177,-1.41345,522000,438000,0.1,0.1,0.2,0.4,0.7,1.3,0.6,1,2,0.6,1.5,2.6,1,2.1,3.2,2.3,3,4.7,4.4,6.5,11,428300359.474976,82781.7642900907
1186,54.59073,-1.22777,522000,450000,0.1,0.2,0.2,0.6,0.9,1.6,0.7,1.2,2.4,0.8,1.7,3,1.3,2.6,3.8,2.7,3.8,6,6,7.6,12.5,428272814.852234,82779.1018965206
1187,54.5894,-1.04209,522000,462000,0,0.1,0.1,0.2,0.6,1,0.3,0.7,1.3,0.4,1,1.9,0.6,1.3,2.3,1.2,2,3.7,3.4,4.8,9,428228404.275696,82774.8104299041
1188,54.58783,-0.85607,522000,474000,0,0.1,0.2,0.3,0.6,1,0.3,0.7,1.3,0.5,1,1.8,0.6,1.4,2,1.3,1.9,3.5,3.2,4.4,8.3,429666173.591125,82914.4425128959
1189,54.58583,-0.67,522000,486000,0,0,0.2,0.3,0.5,0.9,0.3,0.6,1.3,0.4,0.9,1.5,0.5,1.1,1.7,1.1,1.6,2.9,2.8,3.8,7,427900561.787903,82744.5819603638
1190,54.54723,-8.09525,534000,6000,0,0,0,0,0.3,0.5,0.1,0.4,0.6,0.2,0.6,0.8,0.4,0.7,1.3,0.7,1,2.3,1.6,2.1,4,425875975.302246,82547.1408309426
1191,54.55642,-7.91072,534000,18000,0,0,0,0,0.2,0.4,0.1,0.3,0.6,0.1,0.5,0.7,0.2,0.4,1.1,0.6,0.8,2,1.3,2,3.6,426164324.914551,82575.0812398859
1192,54.56532,-7.72609,534000,30000,0,0,0,0.1,0.3,0.4,0.2,0.4,0.6,0.1,0.5,0.8,0.2,0.4,1.3,0.6,0.8,2.1,1.3,2,4.1,426444087.594238,82602.1805619153
1193,54.57395,-7.54135,534000,42000,0,0,0,0.1,0.3,0.4,0.1,0.4,0.6,0.2,0.5,0.8,0.2,0.5,1.4,0.5,0.8,2.2,1.2,2.1,4.2,426715232.675293,82628.4366556747
1194,54.5823,-7.35653,534000,54000,0,0,0,0.2,0.4,0.6,0.2,0.6,0.8,0.2,0.6,1,0.3,0.6,1.7,0.8,1.1,3,1.7,2.7,5.6,426977730.388672,82653.8474432793
1195,54.59036,-7.1716,534000,66000,0,0,0,0.2,0.4,0.4,0.1,0.5,0.8,0.2,0.5,1,0.2,0.6,1.6,0.6,1.1,2.9,1.5,2.5,5.1,427231551.862793,82678.4109107693
1196,54.59815,-6.98659,534000,78000,0,0,0,0,0.2,0.4,0.1,0.3,0.5,0.1,0.3,0.9,0.1,0.4,1.3,0.3,0.9,2.2,1.1,1.9,3.9,427476669.141113,82702.1251085888
1197,54.60565,-6.8015,534000,90000,0,0,0,0,0.2,0.4,0.1,0.5,0.8,0.2,0.4,0.8,0.2,0.5,1.3,0.4,1,2.5,1.5,2.3,4.5,427713055.180664,82724.9881519976
1198,54.61286,-6.61631,534000,102000,0,0,0,0,0,0.2,0,0.1,0.4,0,0.1,0.5,0,0.2,0.7,0.2,0.4,1.6,0.9,1.1,3,427940683.864746,82746.9982214831
1199,54.6198,-6.43105,534000,114000,0,0,0,0,0,0.1,0,0,0.2,0,0,0.3,0,0,0.6,0,0.2,1.2,0.3,0.6,2.1,428159530.004883,82768.1535631942
1200,54.62645,-6.24571,534000,126000,0,0,0,0,0,0.3,0,0.1,0.3,0,0.1,0.4,0,0.2,1,0.2,0.4,2,0.8,1.2,2.9,428369569.358887,82788.452489313
1201,54.63282,-6.0603,534000,138000,0,0,0,0,0.1,0.4,0,0.1,0.4,0,0.1,0.4,0,0.2,0.7,0.1,0.4,1.6,0.8,1,3.1,428570778.620605,82807.8933784372
1202,54.63891,-5.87481,534000,150000,0,0,0,0,0.1,0.2,0,0.1,0.2,0,0.2,0.4,0,0.2,0.4,0.1,0.4,1.4,0.7,1.1,2.7,428763135.438477,82826.4746759551
1203,54.64471,-5.68926,534000,162000,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0.2,0,0.1,1,0.2,0.4,1.3,428946618.421875,82844.1948943779
1204,54.65023,-5.50365,534000,174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0.5,429121207.139648,82861.0526137033
1205,54.67367,-4.57562,534000,234000,0,0,0,0,0,0.4,0,0.1,0.4,0,0.1,0.5,0,0.2,1.7,0.1,0.7,2.6,0.9,1.5,4.9,428643394.717041,82815.7204826501
1206,54.67742,-4.38984,534000,246000,0,0,0,0,0,0.4,0,0.2,0.4,0,0.1,0.5,0,0.1,1.6,0.2,0.7,2.6,0.9,1.5,5,430563566.948242,83000.1620865718
1207,54.6898,-3.6453,534000,294000,0,0,0.1,0.4,0.7,1.6,0.3,0.9,1.4,0.7,1.1,1.8,0.9,1.3,2.8,1.6,2.2,4.4,3,4.3,8.3,427289056.987305,82684.8433932202
1208,54.69223,-3.45986,534000,306000,0,0,0,0.4,0.4,1.2,0.2,0.6,1.1,0.4,0.8,1.5,0.6,0.9,2,1,1.7,3.5,2.4,3.2,7.1,430341087.697266,82978.7451580461
